"RegionName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10"
"Oklahoma",28,98.35,97.85,98.02,98.14,98.1,98.18,98.27,98.21,98.72,98.54,98.57,98.68,97.84,98.74,97.96,98.4,98.6,98.2,98.78,98.81,98.18,98.04,97.91,97.87,97.22,97.36,97.66,97.97,97.83,97.62,97.73,96.79,97.23,97.29,97.14,96.09,96.28,96.96,96.93,97.56,96.73,97.74,96.79,97.11,97.07,96.75,97.79,96.85,97.12,96.69,97.22,97.35,97.1,96.72,96.85,96.94,97.16,96.66,95.84,96.63,96.14,96.27,96.5,96.28,96.7,96.8,97.25,96.63,96.86,95.57,96.01,95.64,95.98,95.78,95.73,96.05,95.81,96.17,95.8,96.09,95.85,95.02,94.87,93.18,91.97,93.09,92.63,92.03,93.09,92.07,92.56,93.97,91.52,91.03,90.13,90.54,89.11,85.52,88.07,88.97,89.77,89.94,89.19,89.83,89.96,88.92,88.9,86.84,85.22,84.83,86.02,88.25,88.02,86.56,86.6,84.68,85.19,84.13,86.47,83.76,82.33,82.87,83.18,84.02,84.22,84.81,83.88,82.81,82.39,81.9,82.76,82.6,80.22,81.49,80.86,82.11,84.21,83.63,84.24,83.72,83.83,82.79,82.8,84.81,82.73,83.4,82.87,83.18,83.54,84.7,85.35,82.75,83.23,81.58,81.18,80.84,82.78,79.87,83.2,83.47,86.13,85.8,86.08,84.55,84.83,85.88,85.11,82.68,82.43,83.68,84.64,84.74,86.31,87.14,86.72,87.79,87.23,86.71,83.47,84.75,84.89,83.29,85,86.46,86.23,85.39,84.79,86.18,85.33,87.1
"Connecticut",29,94.89,93.46,94.91,94.17,94.38,95.08,95.54,95.3,94.83,94.75,95.15,95.34,94.58,94.31,94.21,94.66,95.62,95.9,96.21,96.43,95.42,95.62,95.15,95.58,94.9,95.12,94.46,95.73,95.44,96.14,96.61,96.42,96.62,96.43,95.98,95.73,94.81,95.41,95.89,96.42,96.13,96.92,96.58,97.42,96.54,96.48,96.92,96.54,96.08,95.82,96.61,96.99,96.35,96.57,96.84,96.56,96.45,96.18,95.91,95.45,95.35,94.22,95.94,95.62,94.03,92.77,93.19,92.26,90.87,91.78,90.85,89.52,88.75,86.45,89.27,89.37,90.24,90.8,91.29,90.35,87.37,87.16,86.2,85.66,81.9,80.58,82.87,81.87,84.34,85.72,83.79,85.06,79.97,79.5,80.36,76.39,73.18,72.09,73.36,73.35,75.21,77.59,78.64,77.16,75.9,76.53,78.2,73.92,70.86,68.33,72.82,72.66,74.33,73.55,72.36,71.51,70.11,70.04,68.38,67.12,67.58,64.09,64.64,66.8,67.66,69.17,68.64,69.19,69.27,64.42,65.1,65.19,63.86,61.51,62.19,65.63,65.75,64.41,64.54,65.12,65.43,63.61,63.01,64.39,62.89,62.17,60.39,62.85,69.13,68.26,69.49,69.79,70.19,68.92,70.14,70.12,67.48,67.39,69.06,69.54,69.45,69.92,70.7,71.7,70.5,70.27,69.04,70.23,67.08,67.16,65.96,68.45,69.06,70.85,70.99,69.81,72.69,70.31,72.46,69.16,71.16,71.82,68.95,70.37,70.84,71.27,71.18,70.62,71.91,74.18
"Iowa",30,97.61,97.12,98.14,97.88,97.82,97.66,98.29,98.75,98.3,97.58,97.79,98.23,97.11,97.18,98.09,97.82,98.41,98.31,98.75,98.74,98.29,97.56,97.78,97.69,97.85,98.37,97.99,98.05,98.96,98.36,98.25,98.89,98.36,98.19,98.46,97.78,97.19,97.61,97.31,97.67,98.47,99.03,98.7,97.44,98.04,98.58,98.41,98.02,96.4,97.98,97.75,97.74,98.26,97.76,97.71,97.89,97.84,97.37,98,97.11,97.55,97.71,98.22,97.57,97.73,97.82,98.62,98.02,97.09,96.91,96.53,96.51,97.38,96.42,95.64,96.2,96.92,96.11,96.11,95.69,96.4,94.32,93.97,94.69,94.42,92.95,94.33,94.02,95.3,95.3,95.36,94.39,94.17,93.94,90.32,91.51,92.98,90.94,91.71,93.78,92.36,93.22,92.54,93.62,93.85,93.57,91.96,91.39,91.44,89.02,88.34,90.84,90.38,90.43,87.67,87.31,89.36,89.88,87.35,88.97,87.93,86.83,86.46,87.46,86.83,87.15,85.68,88.89,87.94,88.82,87.46,84.99,86.08,85.8,86.3,86.27,85.81,86.67,86.23,87.7,88.02,88.3,88.71,87.08,85.83,85.17,85.29,86.92,86.88,88.26,88.25,88.14,88.38,86.61,87.91,85.49,83.71,83.52,85.43,86.02,86.76,88.83,87.17,89.11,87.02,87.04,86.96,86.04,84.23,83.94,84.26,86.88,88.06,89.98,88.98,88.55,88.16,89,86.83,96.74,88.37,87.71,84.58,88.02,89.37,93.5,90.34,92.99,92.03,95.52
"Arkansas",31,98.88,98.22,98.81,98.41,98.33,98.44,98.88,98.87,98.37,97.4,97.79,97.9,98.02,98.75,98.59,98.73,98.17,98.9,98.36,98.7,98.35,97.92,98.47,98.77,98.84,98.43,98.77,98.77,98.44,98.14,98.51,98.37,97.84,97.51,97.93,97.28,97.41,98.04,97.75,98.51,98.35,99,98.45,98.63,98.06,97.93,97.69,97.67,97.97,97.67,97.03,97.62,97.35,97.44,97.97,97.96,97.83,97.61,97.81,97.94,97.2,97.53,96.8,96.7,96.3,96.09,95.01,94.89,94.04,94.69,92.65,93.48,93.53,93.37,94.11,93.78,93.66,94.37,93.12,93.7,94.46,93.55,90.21,91.7,90.13,91.97,92.18,92.1,91.98,91.16,92.03,91.42,90.98,89.74,89.16,87.76,88.83,85.6,85.43,87.13,85.84,85.49,84.61,85.25,84.27,85.93,84.79,84.34,81.5,83.18,83.78,84.31,84.17,83.47,82.02,81.59,82.45,81.16,82.26,80.11,79.84,79.58,80.16,79.96,80.39,78.51,78.39,78.48,78.23,77.87,79.61,80.09,77.15,79.31,80.12,82.71,83.29,80.49,80.47,82.19,81.47,81.74,80.89,81.09,78.71,79.67,78.76,78.08,79.58,78.11,78.22,78.26,76.12,75.62,74.59,75.59,75.56,73.35,74.12,74.1,75.06,76.32,77.93,75.36,76.7,75.62,76.15,75.71,74.1,75.76,77.02,75.14,76.48,78.41,78.43,77.99,79.41,76.92,75.7,76.87,76.65,75.73,78.11,80.29,82.47,84.09,81.21,82.19,84.5,83.63
"Kansas",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47,91.5,87.83,89.01,88.97,90,89.13,91.4,90.77,90.64,91.96,84.48,87.97,89.83,87.59,87.94,89.15,84.3,89.72,89.72,86.54,86.55,88.43,88.22,84.67,86.35,88.67,88.17,84.98,86.12,87.38,84.33,90.04,86.42,86.68,86.07,87.26,86.85,86.61,87.44,87.66,86.41,86.22,83.82,83.8,82.67,83.12,80.62,83.4,86.68,84.05,83.83,86.24,83.33,81.89,84.95,84.81,81.1,84.37,87.55,83.62,81.84,86,85.23,83.72,84.96,84.58,84.07,83.6,87.11,84.85,83.94,85.07,88.66,84.63,89.29,88.85,84.54,82.55,82.52,84.2,85.16,85.09,83.04,88.26,86.14,88.92,85.83,89.34,86.86,87.63,86.51,89.76
"Nevada",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.12,44.61,45.09,52.79,53.66,54.79,54.12,56.01,59.76,61.32,63.3,67.08,67.57,65.34,64.39,66.83,70.32,70.37,71.18,69.72,71.36,76.67,73.27,72.44,78.66,76.82,73.68,75.93,74.05,76.31,75.97,76.66,77.43,75.25,79.8,79,76.08,76.12,78.75,77.05,78.02,76.69,79.92,78.69,76,78.41,79.03,78.13,78.77
"West Virginia",34,99.19,99.42,99.47,99.21,99.03,99.15,99.03,98.24,97.71,97.32,98.04,96.99,97.17,96.71,97.65,97.93,98.13,97.78,91.26,89.03,89.32,89.05,86.57,87.05,89.74,88.16,86.88,88.5,92.34,88.95,89.86,91.47,90.07,91.02,90.19,89.31,90.04,88.75,87.5,87.02,91.1,90.75,88.48,86.98,89.84,85.71,86.84,82.68,83.53,80,88.64,84.67,94.16,82.51,91.01,84.62,93.21,90.48,89.27,90.68,97.52,85,92.62,88.96,97.4,92.34,96.23,94.25,95.69,94.7,94.72,95.14,94.91,95.03,93.61,94.47,96.02,95.33,95.97,94.54,95.82,92.76,91.5,92.35,90.18,92.16,95.18,91.75,93.37,95.18,93.89,91.92,90.34,91.05,90.43,87.67,90.66,88.97,88.73,85.35,90.03,92.65,89.96,93.63,91.67,89.47,91.35,88.89,89.52,85.29,93.18,87.06,88.93,89.8,91.76,86.89,90.91,93.46,87.39,87.36,91.13,89.51,83.59,86.94,93.49,91,93.07,92.31,90.97,88.61,90.31,90.12,87.76,85.94,86.21,88.67,89.81,90.39,90.82,89.04,90.83,87.88,91.45,92.24,85.66,91.3,91.58,90.21,93.52,91.53,91.61,93.04,90.95,89.8,91.67,91.12,92.14,89.42,87.04,87.75,91.98,91.3,90.1,91.18,90.55,92.75,91.24,88.82,87.92,90.73,87.07,86.79,94,91.41,91.01,89.57,91.1,92.37,88.62,87.47,88.5,88.48,87.54,84.95,91.62,91.15,92.42,87.95,88,89.47
"Nebraska",35,98.85,99.14,99,99.21,98.79,99.38,99.33,99.07,99.44,98.99,98.75,98.88,99.3,99.36,99.03,99.1,98.88,99.05,99.02,99.16,99.09,99.21,98.83,98.73,99.11,98.49,99.05,98.97,98.61,99.42,99.11,99.22,99.05,98.91,99.18,98.84,98.94,98.82,99.05,99.17,99.15,98.75,98.96,99.06,99.14,98.88,98.16,98.97,97.97,98.12,97.86,98.43,98.28,98.18,98.44,98,98.35,98.27,96.78,96.75,96.29,96.23,96.67,97.6,97.14,96.85,97.63,97.02,96,95.47,95.26,95.55,95.3,94.85,95.43,96.03,96.93,97.42,96.36,96.31,95.65,95.58,94.83,94.28,93.03,93.23,93.75,94.57,94.28,94.73,93.78,95.06,94.4,94.67,93.05,91.53,92.04,91.7,92.02,91.05,93.29,92.14,92.44,93.64,93.46,92.43,92.98,91.52,92.29,91.47,90.25,92.02,92.38,93.77,93.16,91.59,88.76,91.26,88.83,86.37,88.94,88.22,89.74,91.07,90.82,90.36,89.84,87.04,83.38,84.66,83.43,79.54,80.76,80.49,79.91,77.84,78.11,78.43,79.84,80.1,79.69,80.21,78.28,77.98,77.26,76,75.3,78.44,81.08,81.85,82.8,82.6,84.03,82.5,83.02,81.24,79.61,81.47,79.78,82.64,83.31,83.49,87.47,88.18,86.63,86.95,87.28,85.35,82,83.74,84.99,85.28,88.65,87.38,90.59,89.98,90.04,89.54,87.51,88.37,87.22,88.58,87.07,89.84,92.57,92.44,81.63,93.09,96.71,98.25
"Idaho",36,96.15,96.86,95.8,97.12,96.45,96.2,96.81,96.9,95.32,97.93,98.66,97.58,97.1,98.97,96.43,97.72,97.98,97.2,97.35,96.14,97.28,95.47,95.66,93.46,98.38,100,97.83,98.91,100,99.49,99.47,97.88,97.94,97.4,96.69,97.54,96.25,93.89,95.31,95.22,95.44,97.14,97.55,95.54,96.97,96.66,95.92,96,97.27,96.18,95.63,96.5,96.22,96.56,97.15,96.91,96.79,96.49,96.8,96.72,97.1,97.33,96.82,96.16,97.1,96.22,96.69,95.84,95.34,94.91,95.51,93.95,95.37,94.75,96.09,97.23,95.34,96.47,97.4,94.44,93.89,95.26,91.73,94.82,92.7,91.78,92.43,94.18,91.38,90.96,89.8,90,86.53,88.28,84.24,86.02,82.32,81.94,85.5,83.75,82.05,79.63,81.16,82.09,81.92,80.5,82.08,73.46,77.91,76.74,78.29,76.81,75.66,74.05,69.95,73.04,75.54,69.14,77.37,69.39,80.3,66.41,69.7,69.96,71.58,70.85,69.57,71.85,72.97,72.88,76.65,68.02,81.66,79.55,74.14,74.17,76.25,75.91,74.63,77.93,78.41,76.35,79.88,82.18,81.75,72.59,76.45,75.71,79.11,81.64,82.28,84.35,78.99,80.29,81.79,78.52,82.38,84.48,84.69,82.44,81.39,80.77,83.3,82.89,86.23,85.12,82.79,83.38,84.5,86.14,86.15,86.26,84.19,85.45,85.28,88.04,85.19,86.78,84.45,86.54,84.97,85.39,82.35,84.73,86.36,86.3,83.44,83.36,82.2,82.39
"New Hampshire",37,99.42,98.3,99.31,99.26,98.78,98.89,98.68,99.3,98.74,98.92,99.01,98.51,99.05,98.37,99.11,98.93,98.67,99.07,98.98,98.65,99.13,98.45,98.7,99.03,99.06,98.52,98.85,98.29,98.83,98.69,98.99,99.29,99.18,99.11,98.88,98.55,97.62,98.1,98.62,98.67,98.91,98.89,98.8,98.67,98.39,98.92,98.48,98.7,98.21,97.48,98.08,97.95,98.4,98.66,98.81,99.05,98.93,98.26,97.93,97.55,97.11,97.56,96.73,97.45,97.5,97.58,97.88,96.53,97.54,96.23,96.92,95.52,95.44,94.65,94.19,94.41,93.96,95.05,94.81,93.87,93.44,91.84,92.45,89.72,88.99,88.13,88.54,89.24,89.78,90.11,90.9,90.18,88.2,88.05,85.73,87.56,87.58,85.2,83.89,84.83,85,85.98,85.83,85.74,85.01,85.7,85.75,85.25,85.71,84.6,84.58,83.12,81.51,82.66,80.06,83.1,81.38,81.41,80.92,80.66,79.82,78.86,78.73,79.86,78.85,78.81,77.95,77.3,77.81,79.33,79.65,75.21,72.22,73.32,72.99,73.14,73.94,75.41,73.34,75.42,73.82,78.54,76.58,77.2,71.19,72.52,70.7,71.47,74.15,74.58,77.5,76.63,74.95,76.02,75.99,77.05,74.47,76.33,72.74,77.53,75.54,77.1,77.67,77.32,79.44,78.05,77.92,77.34,75.45,72.79,72.55,73.71,77.81,79.36,79.69,80.01,77.97,78.37,81.7,80.68,80.7,79.93,77.33,78.83,80.21,83.44,81.7,82.32,83.83,82.15
"Rhode Island",38,94.24,93.63,95.52,96.81,96.07,97.18,97.86,97.13,97.82,98.2,96.95,97.39,96.34,97.23,96.72,97.88,98.07,98.56,98.32,98.18,98.1,98.47,97.86,97.42,96.68,97.42,98.27,98.46,97.58,98.55,98.28,97.92,97.32,98.29,98.21,98.43,98.13,97.46,97.98,98.59,98.11,98.38,98.14,98.54,98.21,98.14,97.89,98.55,97.75,97.42,97.53,97.9,97.74,97.4,97.65,97.85,98.04,97.15,96.89,96.65,96.57,96.56,96.9,97.71,95.66,94.88,95.93,94.06,93.88,92.6,92.43,88.65,88.71,90.57,91.03,91.25,89.5,90.25,89.74,88.29,87.63,90.71,86.94,85.11,81.69,80.37,84.34,81.47,80.9,82.99,80.65,78.08,80.11,80.64,73.85,74.94,74.07,76.57,74.07,72.17,75.98,75.63,76.42,75.91,72.62,76.78,78.54,74.62,73.65,69.77,68.24,74.87,72.03,73.88,72.4,69.97,74.43,70.93,73.22,67.74,69.84,65.27,68.99,66.26,70.65,67.22,61.41,64.91,70.7,70.33,71.23,67.14,62.96,67.48,68.47,64.17,68.11,69.23,68.61,66.11,70.22,68.34,68.83,68.36,67.66,65.84,67.29,70.44,69.91,73.11,71.28,73.57,73.35,73.37,71.95,71.9,72.77,67.27,76.99,73.61,72.74,70.85,73.03,75,73.98,77.2,72.56,74.74,71.39,73.48,73.37,69.57,74.92,77.28,77.3,76.83,74.66,78,76.54,74.8,74.75,77.94,77.64,77.41,79.54,79.68,79.2,79.84,83.94,80.45
"Delaware",39,98.55,99.76,99.2,98.52,98.86,98.62,99.26,98.34,99.2,99.1,98.74,98.81,98.47,98.39,97.85,98.91,98.62,98.95,98.5,98.26,98.09,98.76,98.76,98.05,97.98,97.31,97.79,97.65,98.21,98.38,97.79,99.04,98.47,98.51,98.11,98.24,98.17,97.76,98.77,98.77,98.82,98.95,98.69,99.02,98.35,97.95,98,97.83,98.38,97.39,97.4,97.69,98.13,97.9,98.36,97.47,97.81,97.98,97.35,97.06,97.74,97.32,97.13,97.81,97.76,98.05,98.53,97.82,96.52,96.9,97.54,94.1,95.15,96.58,94.15,95.86,95.83,95.97,96.79,95.55,94.22,94.72,92.75,92.85,91.56,91.19,91.26,90.94,89.9,90.21,87.84,90.57,89.95,86.82,84.91,85,79.08,80.98,82.39,82.78,82.39,80.41,84.76,84.79,85.39,85.96,85.3,77.66,74.53,78.15,73.96,83.64,84.32,81.01,80.03,78.52,80.72,77.53,81.59,74.96,77.93,74.32,73.35,74.69,78.14,72.97,73.03,73.79,80.03,79.6,76.45,77.37,72.7,74.65,75.08,77.85,76.73,75.68,75.55,75.88,78.81,79.19,81.27,79.98,81.52,78.87,79.5,76.52,72.82,78.03,76.65,78.49,75.22,77.22,77.13,73.86,73.45,72.07,70.25,70.34,75.68,72.93,75.58,78.43,76.9,76.81,75.39,76.52,75.5,73.06,73.92,75.39,71.04,76.2,78.53,75.17,79.08,76.11,82.41,78.27,73.47,76.79,77.05,76,75.48,79.55,74.79,72,77.54,70
"Alaska",40,98.11,98.15,98.44,98.62,98.09,98.04,98.47,98.71,98.44,98.37,98.54,98.91,98.69,99.33,98.33,98.78,98.15,96.93,98.02,97.54,97.7,96.43,98.72,95.74,97.09,95.24,97.71,95.42,96.75,96.89,96.7,97.21,97.8,97.43,96.36,96.98,96.34,95.68,96.55,96.23,93.11,95.31,96.53,97.4,96.3,96.18,96.09,96.88,97.14,94.34,96.99,96.48,97.25,96.81,94.82,96.89,97.17,97.53,97.19,96.62,99.43,96.37,95.55,97.3,96.99,96.79,97.2,98.25,97.51,97.24,96.38,96.14,94.42,98.43,95.76,96.7,93.75,94.66,92.95,95.39,93.64,94.14,91.86,94.85,91.67,96,96.35,94.26,92.77,93.22,92.93,92.74,93.15,91.86,93.92,93.26,92.05,87.1,90,90.53,85.19,89.47,88.01,89.53,89.9,90.98,87.35,87.96,85.96,89.81,88.72,89.18,87.25,89.72,86.09,92.22,90.56,89.43,91.41,88.89,91.89,81.69,89.13,89.56,87.87,88.39,86.84,90.53,89.97,92.68,85.59,89.74,91.41,82.07,89.95,86.11,91.35,87.47,90.31,92.01,91.67,90.91,88.38,90.77,89.18,89.12,86.67,88.58,87.47,86.13,87.53,89.46,88.8,87.24,90.94,91.52,84.97,90.96,88.52,87.8,88.3,89.57,91.41,90.93,85.48,89.77,90.97,91.89,85.51,85.78,89.86,86.9,88.15,90.39,88.35,88.48,86.69,88.47,89.07,86.65,88.75,86.5,87.23,89.25,86.35,87.98,87.68,87.32,80.89,84.95
"District of Columbia",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.83,80.27,81.22,79.7,83.89,85.28,82.29,79.49,76.47,79.04,78.59,79.34,80.13,83.11,84.2,84.56,81.14,86.9,84.99,85.93,83.93,87.07,86.29,80.72,85.37,88.69,89.46,88.48,89.22,90.41,93.35,91.06,89.7,91.34,91.47,88.25,91.19,94.57,91.7,92.16,93.75,93.57,94.05,91.3,92.48,92.06,94.26,90.85,91.86,95.34,92.35,95.4,93.67,93.22,95.12,94,94.29,95.02,93.89,93.37,95.06,95.58,93.36,95.44,95.71,93.69,94.37,94.44,94.34
